x,AM0,AM0C,AM15,AM15C,
3155,2.08E-02,1360.649068,5.70E-03,886.3350949,\\
3160,2.07E-02,1360.669768,9.33E-03,886.3444249,\\
3165,2.07E-02,1360.690468,1.42E-02,886.3586249,\\
3170,2.05E-02,1360.710968,1.26E-02,886.3712249,\\
3175,2.05E-02,1360.731468,9.33E-03,886.3805549,\\
3180,2.03E-02,1360.751768,1.07E-02,886.3912549,\\
3185,2.02E-02,1360.771968,8.16E-03,886.3994149,\\
3190,2.02E-02,1360.792168,4.28E-03,886.4036949,\\
3195,2.01E-02,1360.812268,2.72E-03,886.4064149,\\
3200,1.99E-02,1360.832168,4.43E-04,886.4068579,\\
3205,1.99E-02,1360.852068,3.13E-04,886.4071709,\\
3210,1.98E-02,1360.871868,1.38E-04,886.4073089,\\
3215,1.96E-02,1360.891468,5.02E-04,886.4078109,\\
3220,1.95E-02,1360.910968,1.62E-03,886.4094309,\\
3225,1.94E-02,1360.930368,2.01E-04,886.4096319,\\
3230,1.94E-02,1360.949768,3.44E-04,886.4099759,\\
3235,1.93E-02,1360.969068,7.36E-03,886.4173359,\\
3240,1.92E-02,1360.988268,3.78E-03,886.4211159,\\
3245,1.91E-02,1361.007368,7.41E-04,886.4218569,\\
3250,1.91E-02,1361.026468,2.63E-03,886.4244869,\\
3255,1.89E-02,1361.045368,1.00E-02,886.4344869,\\
3260,1.88E-02,1361.064168,1.24E-03,886.4357269,\\
3265,1.87E-02,1361.082868,2.47E-03,886.4381969,\\
3270,1.86E-02,1361.101468,1.23E-03,886.4394269,\\
3275,1.85E-02,1361.119968,5.98E-03,886.4454069,\\
3280,1.84E-02,1361.138368,2.89E-03,886.4482969,\\
3285,1.83E-02,1361.156668,1.12E-02,886.4594969,\\
3290,1.83E-02,1361.174968,8.83E-03,886.4683269,\\
3295,1.80E-02,1361.192968,1.23E-03,886.4695569,\\
3300,1.79E-02,1361.210868,1.79E-03,886.4713469,\\
3305,1.79E-02,1361.228768,3.97E-03,886.4753169,\\
3310,1.77E-02,1361.246468,3.96E-03,886.4792769,\\
3315,1.76E-02,1361.264068,1.63E-05,886.4792932,\\
3320,1.73E-02,1361.281368,6.05E-05,886.4793537,\\
3325,1.73E-02,1361.298668,3.55E-03,886.4829037,\\
3330,1.71E-02,1361.315768,4.70E-03,886.4876037,\\
3335,1.70E-02,1361.332768,9.15E-03,886.4967537,\\
3340,1.69E-02,1361.349668,3.49E-03,886.5002437,\\
3345,1.68E-02,1361.366468,3.57E-03,886.5038137,\\
3350,1.66E-02,1361.383068,8.10E-03,886.5119137,\\
3355,1.65E-02,1361.399568,3.66E-03,886.5155737,\\
3360,1.64E-02,1361.415968,5.29E-03,886.5208637,\\
3365,1.63E-02,1361.432268,7.26E-03,886.5281237,\\
3370,1.62E-02,1361.448468,3.98E-03,886.5321037,\\
3375,1.61E-02,1361.464568,8.54E-03,886.5406437,\\
3380,1.60E-02,1361.480568,5.16E-03,886.5458037,\\
3385,1.60E-02,1361.496568,7.57E-03,886.5533737,\\
3390,1.59E-02,1361.512468,9.96E-03,886.5633337,\\
3395,1.58E-02,1361.528268,9.64E-03,886.5729737,\\
3400,1.56E-02,1361.543868,1.26E-02,886.5855737,\\
3405,1.57E-02,1361.559568,4.51E-03,886.5900837,\\
3410,1.55E-02,1361.575068,7.15E-03,886.5972337,\\
3415,1.55E-02,1361.590568,7.35E-03,886.6045837,\\
3420,1.54E-02,1361.605968,1.33E-02,886.6178837,\\
3425,1.53E-02,1361.621268,1.01E-02,886.6279837,\\
3430,1.52E-02,1361.636468,8.78E-03,886.6367637,\\
3435,1.52E-02,1361.651668,1.17E-02,886.6484637,\\
3440,1.51E-02,1361.666768,8.12E-03,886.6565837,\\
3445,1.50E-02,1361.681768,1.14E-02,886.6679837,\\
3450,1.49E-02,1361.696668,1.13E-02,886.6792837,\\
3455,1.49E-02,1361.711568,8.39E-03,886.6876737,\\
3460,1.48E-02,1361.726368,1.27E-02,886.7003737,\\
3465,1.48E-02,1361.741168,9.92E-03,886.7102937,\\
3470,1.47E-02,1361.755868,1.24E-02,886.7226937,\\
3475,1.46E-02,1361.770468,1.11E-02,886.7337937,\\
3480,1.45E-02,1361.784968,1.13E-02,886.7450937,\\
3485,1.45E-02,1361.799468,1.22E-02,886.7572937,\\
3490,1.44E-02,1361.813868,1.05E-02,886.7677937,\\
3495,1.43E-02,1361.828168,1.24E-02,886.7801937,\\
3500,1.42E-02,1361.842368,1.20E-02,886.7921937,\\
3505,1.42E-02,1361.856568,1.19E-02,886.8040937,\\
3510,1.41E-02,1361.870668,1.21E-02,886.8161937,\\
3515,1.40E-02,1361.884668,1.16E-02,886.8277937,\\
3520,1.39E-02,1361.898568,1.22E-02,886.8399937,\\
3525,1.39E-02,1361.912468,1.15E-02,886.8514937,\\
3530,1.38E-02,1361.926268,1.12E-02,886.8626937,\\
3535,1.38E-02,1361.940068,9.53E-03,886.8722237,\\
3540,1.37E-02,1361.953768,9.10E-03,886.8813237,\\
3545,1.37E-02,1361.967468,9.62E-03,886.8909437,\\
3550,1.36E-02,1361.981068,1.06E-02,886.9015437,\\
3555,1.35E-02,1361.994568,9.12E-03,886.9106637,\\
3560,1.34E-02,1362.007968,1.09E-02,886.9215637,\\
3565,1.34E-02,1362.021368,1.09E-02,886.9324637,\\
3570,1.33E-02,1362.034668,8.40E-03,886.9408637,\\
3575,1.32E-02,1362.047868,8.70E-03,886.9495637,\\
3580,1.31E-02,1362.060968,1.03E-02,886.9598637,\\
3585,1.31E-02,1362.074068,9.23E-03,886.9690937,\\
3590,1.30E-02,1362.087068,9.51E-03,886.9786037,\\
3595,1.29E-02,1362.099968,9.73E-03,886.9883337,\\
3600,1.29E-02,1362.112868,1.03E-02,886.9986337,\\
3605,1.28E-02,1362.125668,1.04E-02,887.0090337,\\
3610,1.27E-02,1362.138368,9.54E-03,887.0185737,\\
3615,1.27E-02,1362.151068,9.53E-03,887.0281037,\\
3620,1.26E-02,1362.163668,1.17E-02,887.0398037,\\
3625,1.26E-02,1362.176268,1.03E-02,887.0501037,\\
3630,1.25E-02,1362.188768,1.00E-02,887.0601037,\\
3635,1.25E-02,1362.201268,1.04E-02,887.0705037,\\
3640,1.24E-02,1362.213668,1.15E-02,887.0820037,\\
3645,1.24E-02,1362.226068,1.07E-02,887.0927037,\\
3650,1.23E-02,1362.238368,1.02E-02,887.1029037,\\
3655,1.22E-02,1362.250568,1.10E-02,887.1139037,\\
3660,1.22E-02,1362.262768,1.10E-02,887.1249037,\\
3665,1.22E-02,1362.274968,1.03E-02,887.1352037,\\
3670,1.20E-02,1362.286968,7.95E-03,887.1431537,\\
3675,1.20E-02,1362.298968,4.86E-03,887.1480137,\\
3680,1.19E-02,1362.310868,8.38E-03,887.1563937,\\
3685,1.18E-02,1362.322668,9.49E-03,887.1658837,\\
3690,1.18E-02,1362.334468,9.75E-03,887.1756337,\\
3695,1.17E-02,1362.346168,1.02E-02,887.1858337,\\
3700,1.16E-02,1362.357768,1.09E-02,887.1967337,\\
3705,1.16E-02,1362.369368,1.08E-02,887.2075337,\\
3710,1.15E-02,1362.380868,9.41E-03,887.2169437,\\
3715,1.15E-02,1362.392368,9.27E-03,887.2262137,\\
3720,1.14E-02,1362.403768,1.04E-02,887.2366137,\\
3725,1.14E-02,1362.415168,1.08E-02,887.2474137,\\
3730,1.13E-02,1362.426468,9.32E-03,887.2567337,\\
3735,1.13E-02,1362.437768,8.63E-03,887.2653637,\\
3740,1.11E-02,1362.448868,8.89E-03,887.2742537,\\
3745,1.11E-02,1362.459968,1.04E-02,887.2846537,\\
3750,1.10E-02,1362.470968,9.33E-03,887.2939837,\\
3755,1.10E-02,1362.481968,9.03E-03,887.3030137,\\
3760,1.09E-02,1362.492868,8.90E-03,887.3119137,\\
3765,1.09E-02,1362.503768,8.59E-03,887.3205037,\\
3770,1.09E-02,1362.514668,9.16E-03,887.3296637,\\
3775,1.08E-02,1362.525468,9.09E-03,887.3387537,\\
3780,1.07E-02,1362.536168,9.62E-03,887.3483737,\\
3785,1.07E-02,1362.546868,8.85E-03,887.3572237,\\
3790,1.06E-02,1362.557468,7.79E-03,887.3650137,\\
3795,1.06E-02,1362.568068,8.91E-03,887.3739237,\\
3800,1.05E-02,1362.578568,9.90E-03,887.3838237,\\
3805,1.05E-02,1362.589068,9.34E-03,887.3931637,\\
3810,1.04E-02,1362.599468,8.28E-03,887.4014437,\\
3815,1.04E-02,1362.609868,7.79E-03,887.4092337,\\
3820,1.03E-02,1362.620168,9.69E-03,887.4189237,\\
3825,1.03E-02,1362.630468,9.54E-03,887.4284637,\\
3830,1.03E-02,1362.640768,9.63E-03,887.4380937,\\
3835,1.02E-02,1362.650968,7.72E-03,887.4458137,\\
3840,1.02E-02,1362.661168,9.01E-03,887.4548237,\\
3845,1.01E-02,1362.671268,8.81E-03,887.4636337,\\
3850,1.01E-02,1362.681368,8.86E-03,887.4724937,\\
3855,1.00E-02,1362.691368,8.54E-03,887.4810337,\\
3860,9.94E-03,1362.701308,8.02E-03,887.4890537,\\
3865,9.91E-03,1362.711218,8.12E-03,887.4971737,\\
3870,9.83E-03,1362.721048,7.38E-03,887.5045537,\\
3875,9.83E-03,1362.730878,6.78E-03,887.5113337,\\
3880,9.75E-03,1362.740628,6.55E-03,887.5178837,\\
3885,9.70E-03,1362.750328,6.79E-03,887.5246737,\\
3890,9.71E-03,1362.760038,6.90E-03,887.5315737,\\
3895,9.62E-03,1362.769658,7.50E-03,887.5390737,\\
3900,9.60E-03,1362.779258,7.95E-03,887.5470237,\\
3905,9.59E-03,1362.788848,7.95E-03,887.5549737,\\
3910,9.52E-03,1362.798368,7.16E-03,887.5621337,\\
3915,9.50E-03,1362.807868,7.01E-03,887.5691437,\\
3920,9.41E-03,1362.817278,6.97E-03,887.5761137,\\
3925,9.40E-03,1362.826678,6.87E-03,887.5829837,\\
3930,9.32E-03,1362.835998,7.07E-03,887.5900537,\\
3935,9.30E-03,1362.845298,7.37E-03,887.5974237,\\
3940,9.23E-03,1362.854528,7.42E-03,887.6048437,\\
3945,9.20E-03,1362.863728,7.56E-03,887.6124037,\\
3950,9.11E-03,1362.872838,7.65E-03,887.6200537,\\
3955,9.08E-03,1362.881918,7.74E-03,887.6277937,\\
3960,9.02E-03,1362.890938,7.77E-03,887.6355637,\\
3965,9.01E-03,1362.899948,7.83E-03,887.6433937,\\
3970,8.93E-03,1362.908878,7.70E-03,887.6510937,\\
3975,8.91E-03,1362.917788,7.53E-03,887.6586237,\\
3980,8.84E-03,1362.926628,7.40E-03,887.6660237,\\
3985,8.80E-03,1362.935428,7.45E-03,887.6734737,\\
3990,8.78E-03,1362.944208,7.39E-03,887.6808637,\\
3995,8.70E-03,1362.952908,7.23E-03,887.6880937,\\
4000,0.00E+00,1362.952908,0.00E+00,887.6880937,\\
